e_score,v_score
-2.496806901902617198e-02,-1.913956872495296835e-01
-5.758272498127538393e-03,6.777121548290325759e-01
-2.349396105218661546e-01,-3.104509984882349305e-01
-1.918121550085484794e-01,-5.033898370779007481e-01
-1.187078322979985001e-01,-4.975039927702409326e-01
-1.181204134543983042e-01,1.053677068096231961e+00
1.626795283763664002e-01,1.323466261060581184e+00
2.355568077983885567e-01,-2.374950920285524569e-01
-2.587525376649673636e-01,-5.134151874234227364e-01
-1.923986165777657187e-01,9.861259248380288556e-01
2.551615341547564531e-01,1.960372022652792645e-01
-6.753267468606178880e-01,1.340692257205355009e+00
5.313500095827457942e-02,-2.432843737372146486e-01
2.996670790605004270e-02,1.233203574402267799e+00
-1.837257772966534031e-01,1.112626092322084093e+00
3.992723358999350491e-02,1.119023630710626938e+00
1.886216801592145720e-01,9.209405026033561370e-01
-5.558965271289170729e-02,1.225910665316010395e-01
1.556960831284534275e-01,1.135346565463513091e+00
6.890284576552686835e-02,-5.053211519318676764e-03
-1.508606936513810504e-01,1.073590044991139525e+00
-9.151971835314114123e-02,1.054459686498747661e+00
-4.533124172567311594e-01,-2.219749722066315101e-01
-2.213924397763564200e-01,2.362553385013520524e-01
-1.597380572139818211e-01,1.042620097324126860e+00
4.470285248263405897e-01,1.297942374447481173e+00
-9.784748976323585923e-02,9.245281415463195707e-01
6.375475452806428356e-02,-2.025735891514836851e-01
1.248917736329490102e-01,2.032079631171032630e-01
-1.086902958982823991e-01,-1.079857583749724154e-01
-1.564433757744559950e-01,1.060355563946061341e+00
-1.127151985214911167e-01,-5.216603897954130709e-01
-1.558407770778409418e-01,9.294656727390515627e-01
-1.539930013590585511e-01,8.196503281604794466e-01
2.312995767792859828e-02,3.021014362548730126e-01
-5.783664391177992248e-02,6.864173006739002769e-01
2.474904261161185726e-01,1.075338920630622752e+00
-2.713992041445444370e-01,1.051069648169983967e-01
-3.969798770283716055e-02,-1.655007725555124043e-01
6.938755576173596951e-02,1.294591568190947672e+00
1.131387572950766918e-01,-4.317501442074392903e-01
1.168026284104831947e-01,1.106054521701557158e+00
2.661689862766425732e-02,8.225555496176931713e-01
-1.225208525829976219e-01,-1.268884673442438604e-01
-1.731248464482688541e-03,-1.089640069701521413e-01
9.171026390391567862e-02,7.915282362454651999e-01
-7.874842600959471028e-02,1.134594804915467714e+00
4.733908751514126489e-02,7.714286912083820891e-01
1.291683298727852036e-01,2.989509074509545949e-01
8.692259653241429795e-02,3.868648890772961590e-01
2.013600904829832960e-03,-8.785255715044157365e-02
-1.014877918607935414e-01,1.236706364581621864e+00
3.588944846906135799e-01,-1.820962816911325388e-01
1.568448792971827432e-01,1.455520293989451153e+00
-1.931726834645481061e-01,-1.127390448822738755e-01
1.256842192394923841e-01,2.328937642807278052e-01
-3.565707377307909542e-01,3.090266231655353635e-01
-5.020708296596357312e-02,9.525817346156915111e-01
3.534299875242351008e-01,-6.402416538361206493e-03
1.158506465240246169e-01,1.122357741827891275e-01
-2.830525309343233722e-02,7.673466439907451753e-02
2.537016904754647029e-01,3.267753462338828241e-01
-4.661891438967796231e-01,1.122374861938714163e+00
