e_score,v_score
2.309480383119075220e-01,-5.366287033236765563e-02
-8.807471100450965373e-01,1.426723823562567883e-01
-1.232580059690977947e+00,9.107336085443357154e-02
-1.198059835108786109e+00,3.155047173588258480e-01
-9.556609731564724708e-01,-1.907591504437531477e-02
4.497406982847217474e-03,2.139951870397023559e-02
-2.945046006558437734e-01,2.598608474581336480e-01
1.342729201803032624e-01,3.655324437025595508e-01
-5.451098143892055964e-04,-2.287874813645155714e-01
-6.732722836144173773e-01,-2.987443645396123948e-01
2.585451090675282004e-01,2.492395284983874582e-01
-1.355400400450431919e-01,1.177368874274734856e-01
-1.061194014315145706e+00,-8.276061637944570615e-02
-1.469916337376293125e+00,1.465340417804020766e-02
-1.175626384082652937e-01,-6.400802887138808128e-02
-8.692622073851385966e-01,3.025260037747675573e-02
1.316569325917522071e-01,-1.105179030004969087e-01
-1.431661504116697792e+00,-2.102580088662849567e-01
-1.296666768262553004e+00,-1.865309833108622084e-01
4.257392643821455297e-02,-2.877478926756496785e-03
3.481081366529170662e-02,-4.345670842596104089e-02
-3.482929565436864716e-01,-2.428892836709960756e-01
-1.273805129450152229e+00,-2.007824556476835443e-01
1.114574202482319087e-01,-2.449687213311659562e-01
1.352488462964347993e-01,1.376865425307814139e-01
-2.323395034716253249e-01,6.873662967033776494e-02
-4.026597959007091054e-01,2.288741733729919015e-01
-8.961217434908477220e-01,2.076158808944104234e-02
2.685939137716220615e-01,3.205452370982000976e-01
-5.643172062361625496e-01,-1.909543931737296973e-01
-9.801675890660362933e-01,-1.282938691757337137e-02
-9.997579787011279251e-01,-8.358875753463618219e-02
-7.591596466749221950e-01,-3.508947486842073915e-01
-8.268039194125035296e-01,2.504595689385923363e-01
2.898991449756941341e-01,-1.622362503589355465e-01
-1.247730408722292905e+00,-1.532682161137123300e-01
-1.078058086306332264e+00,8.956921098343108290e-02
-6.342765505390506320e-01,-2.124134656197175786e-01
-1.005696304823352927e+00,-4.610773072483396740e-01
-8.311620793152234565e-01,1.932651046802275341e-01
-1.188572139614600509e+00,9.570206451518473156e-03
-6.012325215212008245e-02,9.589135939720969115e-02
-7.351782464548151097e-01,4.003194215810857576e-02
-1.079347027092575129e+00,-1.639257784761245229e-01
1.855469811075373121e-01,-9.269675004238174532e-02
-1.104590529935703502e+00,1.079744232540253979e-01
-3.460151033332432013e-01,-1.201479488899108578e-01
7.481320408044874748e-01,2.743248441518495156e-03
-1.347373950713447011e+00,-2.801913010170984930e-01
1.200420405242271227e-01,-1.986962700869959464e-01
1.849678767051644857e-01,-2.710137825152946767e-01
1.899084060907250127e-01,9.216844346022522172e-02
2.400854320880342063e-01,1.222145201178248125e-01
-8.542229005301777978e-01,1.143585138885333252e-01
-7.105791504913578915e-01,6.547460705246046508e-01
1.370731085413203210e-01,3.865415550553306656e-01
9.283394508626524599e-02,2.816334992491690281e-01
-7.731600240474110208e-01,1.109326180173695053e-01
-1.475592179391606473e+00,1.987241531563405661e-01
-3.287809183162683779e-01,-1.173235679120850639e-01
-1.060298016896381146e+00,-4.319687195629832999e-02
-6.732831984120694890e-02,1.618222736835625286e-01
1.099232187883487782e-01,-7.812722562862658982e-02
1.164978078449281085e-01,1.276113018202345850e-01
-9.062303726364617784e-01,-3.738315120437667172e-02
-8.495908063908643726e-01,3.801182492323074841e-02
-8.997719595780900859e-01,-4.965071583110089448e-01
-8.796319749208602046e-01,-8.046157787378603599e-02
-1.234270567297228949e+00,-2.038794461171587746e-01
-1.356037044613527531e-01,-2.902827256029764103e-01
-1.097841708513620729e+00,-1.940253183372983303e-01
1.222961014268793001e-01,3.638861712532491244e-01
-1.050881354713603999e+00,-5.249200619446960925e-01
4.848559099070413603e-01,-3.302587559509306825e-02
-2.999054750268231317e-01,-2.029759612193132445e-01
-8.481812590417052711e-01,1.194447164225539010e-01
-5.187170483150560507e-01,1.499322081796864159e-01
5.083551367673607574e-02,9.849677280028350246e-02
-1.309281810944068702e+00,-3.395654103358589637e-01
-8.347239962436335814e-01,-2.679943889538858870e-01
-9.074771385332298657e-01,3.818178656323789610e-01
-9.813384347412454911e-01,3.822638755810959243e-01
1.423675551402939776e-01,-1.062978535527549090e-01
-6.550114543744463003e-01,1.682656613456529338e-01
-1.211748629402988442e+00,-3.454263784454023600e-01
-1.887890659931630022e-01,1.872925378632109561e-01
3.318457578116443818e-01,-2.523956191788473968e-01
2.792313104377422417e-02,1.572571601557682178e-03
-8.056366855025226537e-01,4.237412144300135852e-02
-1.255129064227075153e+00,-1.186378924384566130e-01
1.582510442466895928e-01,4.084614245771431285e-01
2.322454063453008033e-01,8.861640624383755604e-02
-1.151476879524170993e+00,3.038686666897284089e-02
-3.997564033704027464e-01,1.012688167166707759e-01
-8.683102550704644429e-01,-6.190039929478458047e-02
-1.127118322623736679e+00,6.123136500948866273e-02
3.324134241537460288e-02,3.366799122163574576e-01
-2.756576909844493661e-01,-1.468147526167190298e-01
-1.138856063614156922e+00,-5.708851701714376947e-01
-1.469178100940212728e+00,3.850395506303817827e-02
-1.230886330711523424e+00,1.262264438491157437e-01
-4.688027512799758934e-01,-1.298731419871297088e-01
4.321852922438076255e-02,2.616861289870315785e-02
2.368159061876725646e-01,-2.965438980276022818e-01
-1.295760230547697844e+00,-1.554852434522456354e-02
-7.348006257911948724e-02,-2.700523200448916583e-01
-2.678737852816736598e-01,-2.105503901289542401e-01
-1.022287744651182662e+00,1.498936739557459041e-01
-6.575023529784272680e-02,-1.584675818181468729e-02
6.556123328411665729e-02,-3.333817446085171055e-01
-5.373730558394691492e-01,8.684810082540690701e-03
-2.412592096391973917e-01,7.805628645476121730e-02
-7.938418367619182181e-02,1.362492604052031007e-02
-1.259148843501976867e+00,-1.310858162267060922e-01
-1.120794358854338313e+00,-4.678916787981566433e-02
-4.420246029313791292e-01,3.488300141539386057e-01
-7.411309771512208933e-01,-2.695375677294538641e-01
-1.357452385835447028e+00,-1.877980558639343323e-01
3.997981163777018510e-01,3.257518999752694044e-02
-3.907514566481802565e-02,2.657903617602869195e-01
-9.368421843847525299e-01,-4.548014741237986769e-01
-3.673238644158549615e-01,-2.100471629669612150e-01
-3.836013449289371602e-01,-2.544188583658442693e-01
-1.685374051970362774e-01,1.456612760950966035e-01
-1.024763118527112438e+00,9.241747534591464308e-02
-9.748497868864212101e-01,1.001949046502572244e-01
-1.099379413063165334e+00,1.100175349644932077e-01
5.692080867493458651e-01,-6.656736582717723283e-02
3.916120228321586239e-01,-3.597867954779850330e-01
4.102907268947428299e-02,-3.378548365538581177e-01
2.703875813529884597e-01,1.495564950543461875e-03
-2.058758647825979504e-01,-1.129516811539494486e-01
1.076239901115483844e-01,-1.723354993092770238e-01
-5.692927919405239567e-01,-1.944363603638931959e-01
-1.287075134272322785e+00,9.781738137004780675e-02
4.238641523138030748e-02,-9.886646775933739806e-02
