e_score,v_score
-9.309927280747580802e-01,-2.369332894043586768e-01
-2.042272198779917711e-02,7.646781690890900318e-01
-1.286999618040171878e-01,8.114250696828495535e-01
-1.671984230482513323e-01,-2.223731510999745198e-01
-1.081053253680819282e-01,8.838099817934144120e-01
7.599822180745996469e-02,8.436550367188695443e-01
1.622587435905381015e-01,9.240720013964222324e-02
3.245061712321274383e-01,1.182641970435225343e+00
-1.491879195985876955e-02,-2.017679638381041363e-01
2.630377251299289426e-02,1.100090912635662388e+00
5.977749070296299594e-02,4.483961308920345057e-02
-9.985115066120398009e-01,2.178310551846592558e-01
-7.100997451405941518e-01,1.409617193323954520e+00
-8.487731621151560490e-02,1.536630049521421626e-02
-1.065340327632541717e+00,-2.993442861885598494e-01
-1.037618925746174092e+00,2.326926974191607239e-02
-1.328827307847452399e+00,9.986387692343055011e-01
-1.084795395290084757e-01,2.705730848326455898e-02
2.805893323686056151e-01,1.116704192577975707e+00
-1.428680151825227340e-01,1.094075961626456983e-01
4.959794392204476821e-01,-2.208516848763947271e-01
6.876053024297085203e-02,7.992027490716822058e-01
-8.531672441975149956e-01,1.211079515772825049e-01
-9.583962178264195941e-01,1.120357025694751929e+00
-1.155477069611150709e+00,1.162299479563892568e+00
-1.322190189341502009e+00,-2.967025447355376433e-01
9.865553635964388612e-02,1.277434797289215940e+00
3.448681165188162145e-01,8.297977365780251358e-01
-1.164607796473514645e+00,1.288045801354444464e+00
4.861167810658807709e-02,1.221875573951698435e+00
-6.994189502983595430e-01,-1.757810059250397849e-01
1.520721497494966212e-01,-3.557239957340205261e-01
2.141636158835724946e-01,-2.718480752930020339e-01
-8.312738186305738131e-01,-2.289775358740288036e-01
-1.204419566482520104e-01,-1.525132109923292567e-01
-1.167380482266066277e+00,-1.393568273350061226e-01
1.055338374034590215e-01,9.586988150624458083e-01
5.194298304665154187e-02,1.145381016075530445e+00
-1.336821498521807206e+00,-1.314636332877983926e-01
-1.195283183384544756e+00,8.351091871732391203e-01
-1.918301709375567210e-01,-4.098695124748846091e-02
-1.047526842974211725e+00,1.657221823553789997e-01
-8.863863300141000545e-01,-4.267424096257704802e-02
-1.197160409101284628e+00,3.751306035615026846e-01
-8.294788859975611717e-02,1.137356194211585736e+00
1.572424703070536833e-01,2.164249330527101278e-01
-9.112179471822318133e-01,2.323928831941709794e-01
1.710453507064617074e-01,8.409243466474165818e-02
-7.580462088659147835e-01,1.063122105986421762e+00
-9.095782565363308425e-01,1.148668876581467879e+00
-1.184646717154144824e+00,-2.407624129165818749e-01
-3.154193201644422406e-01,9.321956841038133712e-01
-3.631321132316531197e-01,8.991362423258689729e-01
-7.988252228017467260e-01,-5.696705601400284952e-02
-5.774243136179365438e-02,6.425853878369676142e-01
-1.025798539351457261e+00,1.018686462637861334e+00
-9.321556960215524601e-01,-7.680619979956476717e-02
-9.445264792286205413e-01,2.590325820066644025e-01
-1.248297871659622277e-01,3.671117793713303823e-01
-9.677580061563889613e-01,7.682011986093182365e-01
-7.495309252654912269e-02,9.367553407245443609e-01
-1.352840924877419804e-01,5.167154348194940017e-01
-1.532266107639232086e-02,1.277043072009922842e+00
-9.330103601710703076e-01,8.943929282124875035e-01
7.888357376305493718e-02,6.365183127008877673e-01
-2.180784781509290671e-01,5.480565384042331845e-01
-1.853341865075031347e-01,9.752309004089494415e-01
-8.759358643816547163e-01,1.101128873748207448e+00
2.281952812784361351e-01,4.041084121934208628e-01
-1.584945277204950209e-01,-4.050432343333774110e-01
2.362257090802291452e-03,3.469218069738068677e-01
-2.040203170243776176e-01,-3.025867408148637944e-02
-1.289556443997442958e+00,-2.022601289140121827e-01
-6.408339902330160154e-01,6.997723378725070331e-01
-6.564895173625002744e-01,6.342988944297385245e-01
2.377179123097703795e-01,1.296298049678104913e+00
-6.259311827629119307e-01,1.033314270661023077e-01
5.167390051736222428e-02,8.831419512020290963e-01
-2.446782793440610837e-01,1.077170859503381095e+00
-3.132941726777877522e-01,1.007709518558122852e+00
-8.876196448611596290e-01,8.842014555939553544e-01
-1.374384777017663151e+00,1.000867655367800424e+00
-1.182158249172743369e+00,5.596476859746071231e-01
-1.911964047064774741e-01,-2.018114255382346678e-01
-1.005508092787836372e+00,-5.764998435424688317e-02
-9.653537260322250235e-01,-5.183368779838954943e-01
-9.548058740476811357e-01,1.006368030209089603e+00
-6.026846521992191424e-02,1.038925006376056448e+00
-1.002330229039371634e+00,9.575535102175674051e-01
-1.092846126647292637e+00,4.195879810850839525e-02
-1.175848719517358587e+00,-1.086747344612770672e-01
-7.982554309006839599e-01,1.250096859388049042e-01
-8.859992221695404124e-01,9.604726274969359601e-01
-9.087857307247746430e-01,8.009167287822118730e-01
2.952560349060446288e-01,4.504608188626198495e-01
-1.421202562905883093e+00,1.079674609171347388e+00
8.757222286642261933e-02,-4.286034763996203478e-02
2.845919488135836284e-01,4.161313542949909849e-01
-1.497303249833489280e-01,1.599689143339208530e-01
-2.210177093739721099e-01,7.621730388613543461e-01
-8.123656900683691173e-01,3.107594742452201575e-01
-1.138496346259612046e+00,1.525816849633930550e-01
-1.134811759147531240e-01,-6.319531842077595885e-01
-6.520766692806529985e-01,1.044651395694502716e+00
3.211100938046375641e-01,9.676679738333499037e-01
-1.005402512565656270e+00,1.990359969283345409e-01
-6.796489776854874876e-02,-2.089997078280853571e-01
1.576717356529835218e-02,9.871422144345638472e-01
-1.044887160906208479e+00,8.080830290517544423e-01
-9.688338811655189398e-01,1.367668144741116310e+00
-1.380814764623822910e+00,9.368251309391137926e-01
-1.052928399341967136e+00,1.145441784019593401e+00
-4.029183618410122486e-02,1.413675087970025945e+00
-2.044650409067396701e-01,7.992528002799007547e-01
-8.983682122341228871e-01,7.986595499651970576e-01
-1.380625321263770910e+00,-1.744859314681694584e-01
-8.615962830306651832e-02,-2.255851651820953985e-01
-6.728751176714402593e-01,-2.876076116397620619e-01
2.058036589974298058e-01,-5.684484359868723358e-01
-3.426118127964143389e-01,7.262944786571747802e-01
-1.041791242438931064e+00,9.481354241298770025e-03
3.701821627293529898e-02,1.120341498891854748e+00
-1.516237258129098819e+00,-1.144726581940165716e-01
-1.163208488417329933e+00,8.568495890674495685e-01
-3.223142921940228001e-02,9.540527203686195445e-01
-6.112445939601290901e-02,8.092578233982264946e-01
1.832477715531625473e-01,3.841390751627724032e-01
1.414512037326678268e-02,6.803998719184535249e-01
-8.817208151447005759e-01,-3.000810087898433953e-01
3.408308138527908482e-01,9.058916461372864548e-01
-2.716553847666943744e-01,-1.872438848989004534e-01
-8.259612092345176571e-01,1.041452399684731356e+00
8.423816677780086859e-02,7.563556596166733925e-01
-1.918575613361608034e-01,1.725798579789073195e-01
